movie_id,title,rating,release_year,content_rating,duration,listed_in
s64,Behind the Curtain: Todrick Hall,5.26,2017,R,100,"Documentaries, LGBTQ Movies, Music & Musicals"
s65,Benji: Off the Leash,8.13,2004,PG,100,"Children & Family Movies, Dramas"
s66,Estar o no estar,5.27,2016,PG-13,100,"Dramas, International Movies, Romantic Movies"
s67,Dance Academy: The Comeback,9.18,2017,PG,100,"Dramas, International Movies"
s68,Dare to Be Wild,4.96,2015,PG,100,"Dramas, Independent Movies, Romantic Movies"
s69,Eerie,7.64,2019,PG-13,100,"Horror Movies, International Movies"
s70,Ghost House,2.67,2017,R,100,Horror Movies
s71,Gone are the Days,5.85,2018,R,100,Independent Movies
s72,Hükümet Kadin,5.99,2013,R,100,"Comedies, International Movies"
s73,Honey: Rise Up and Dance,6.59,2018,PG-13,100,Dramas
s74,"I, Daniel Blake",2.17,2016,R,100,"Dramas, Independent Movies"
s75,Caught by a Wave,6.05,2021,PG-13,100,"Dramas, International Movies, Romantic Movies"
s76,Kill Command,5.58,2016,R,100,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy"
s77,Killers,9.85,2010,PG-13,100,"Action & Adventure, Comedies, Romantic Movies"
s78,Kurtulus Son Durak,5.11,2012,R,100,"Comedies, Dramas, International Movies"
s79,Leap Year,9.01,2010,PG,100,"Comedies, Romantic Movies"
s80,Legion,8.94,2010,R,100,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s81,Lusers,2.03,2015,R,100,"Comedies, International Movies, Sports Movies"
s82,Maynard,5.68,2017,PG,100,Documentaries
s83,Regatta,5.73,2015,R,100,"Action & Adventure, Dramas, International Movies"
s84,Rocky III,8.49,1982,PG,100,"Dramas, Sports Movies"
s85,Asu Mare 2,8.21,2015,PG-13,100,"Comedies, International Movies"
s86,Sky on Fire,8.91,2016,R,100,"Action & Adventure, International Movies"
s87,Spy Kids 2: The Island of Lost Dreams,9.69,2002,PG,100,"Children & Family Movies, Comedies"
s88,Still,8.46,2010,R,100,"Horror Movies, International Movies"
s89,Stop at Nothing: The Lance Armstrong Story,2.38,2014,NR,100,"Documentaries, International Movies, Sports Movies"
s90,The 24 Hour War,6.22,2016,R,100,"Documentaries, Sports Movies"
s91,The Christmas Candle,9.21,2013,PG,100,"Dramas, Faith & Spirituality"
s92,The Strange House,6.05,2020,R,100,"Horror Movies, International Movies, Thrillers"
s93,The Dawn Wall,5.36,2017,R,100,"Documentaries, Sports Movies"
s94,The Incident,8.52,2014,R,100,"International Movies, Sci-Fi & Fantasy, Thrillers"
s95,The Invitation,7.01,2015,R,100,"Horror Movies, Independent Movies, Thrillers"
s96,To All the Boys I’ve Loved Before,9.6,2018,PG-13,100,"Comedies, International Movies, Romantic Movies"
s97,The Polar Express,8.25,2004,G,100,Children & Family Movies
s98,The Women's Balcony,5.45,2016,PG,100,"Comedies, Dramas, Faith & Spirituality"
s99,A Plastic Ocean,9.74,2016,PG-13,100,Documentaries
s100,Tremors 2: Aftershocks,6.29,1995,PG-13,100,"Comedies, Horror Movies, Sci-Fi & Fantasy"
s101,Trespass Against Us,6.69,2016,R,100,Dramas
s102,Willy Wonka & the Chocolate Factory,7.01,1971,G,100,"Children & Family Movies, Classic Movies, Comedies"
s103,Winter's Bone,5.26,2010,R,100,"Dramas, Independent Movies"
s104,Cross: Rise of the Villains,7.48,2019,R,100,Action & Adventure
s105,The Unknown Saint,1.03,2019,PG-13,100,"Comedies, Dramas, Independent Movies"
s106,Operation Varsity Blues: The College Admissions Scandal,7,2021,R,100,Documentaries
s107,"El patrón, radiografía de un crimen",6.75,2014,R,100,"Dramas, International Movies, Thrillers"
s108,The Seven Deadly Sins the Movie: Prisoners of the Sky,8.86,2018,PG-13,100,"Action & Adventure, Anime Features, International Movies"
s109,Homefront,9.02,2013,R,100,Action & Adventure
s110,Just Another Christmas,5.77,2020,R,101,"Comedies, International Movies"
s111,The Heartbreak Club,6.83,2020,PG-13,101,"Comedies, Dramas, International Movies"
s112,Ghadi,6.87,2013,R,101,"Comedies, Dramas, International Movies"
s113,Hunt for the Wilderpeople,4.13,2016,PG-13,101,"Action & Adventure, Comedies, Dramas"
s114,The Body,1.45,2019,PG-13,101,"International Movies, Thrillers"
s115,The Bleeding Edge,8.54,2018,PG-13,101,Documentaries
s116,Hotel for Dogs,1.78,2009,PG,101,"Children & Family Movies, Comedies"
s117,Sometimes,3.45,2016,PG-13,101,"Dramas, International Movies"
s118,Woodshock,5.53,2017,R,101,"Dramas, Independent Movies, Thrillers"
s119,Sin City,4.53,2019,PG-13,101,"International Movies, Thrillers"
s120,Axone,5.61,2020,R,101,"Comedies, Dramas, Independent Movies"
s121,The Artist,2.37,2011,PG-13,101,"Comedies, Dramas, Independent Movies"
s122,Babamın Ceketi,1.42,2018,R,101,"Comedies, International Movies"
s123,Love Wedding Repeat,6.95,2020,R,101,"Comedies, International Movies, Romantic Movies"
s124,Indian Horse,7.89,2017,R,101,"Dramas, Independent Movies, Sports Movies"
s125,Jai Mummy Di,9.56,2020,R,101,"Comedies, International Movies, Romantic Movies"
s126,The Arbitration,7.77,2016,R,101,"Dramas, International Movies"
s127,Good Time,3.64,2017,R,101,"Dramas, Independent Movies, Thrillers"
s128,The Green Inferno,2.29,2013,R,101,"Horror Movies, Independent Movies"
s129,Christmas Survival,9.22,2018,R,101,Comedies
s130,Tatu,8.22,2017,R,101,"Action & Adventure, Dramas, International Movies"
s131,The Haunting in Connecticut 2: Ghosts of Georgia,8.25,2013,R,101,Horror Movies
s132,Omar & Salma 2,9.33,2009,PG-13,101,"Comedies, International Movies"
s133,Otherhood,9.47,2019,R,101,Comedies
s134,Chopsticks,9.6,2019,R,101,"Comedies, Dramas, Independent Movies"
s135,Joy,1.26,2019,R,101,"Dramas, Independent Movies, International Movies"
s136,Shortcut Safari,7.72,2016,PG,101,"Action & Adventure, Comedies, Dramas"
s137,Menahi,8.7,2008,PG-13,101,"Comedies, International Movies"
s138,Nang Nak,8.78,1999,R,101,"Horror Movies, International Movies, Romantic Movies"
s139,The World Is Yours,8.03,2018,R,101,"Action & Adventure, Comedies, International Movies"
s140,Mama's Boy,2.31,2018,PG-13,101,"Comedies, International Movies"
s141,Deep,3.15,2021,R,101,"Dramas, International Movies, Thrillers"
s142,Love for Sale,8.6,2018,PG-13,101,"Dramas, International Movies, Romantic Movies"
s143,Legendary Weapons of China,5.43,1982,PG-13,101,"Action & Adventure, Cult Movies, International Movies"
s144,In Darkness,7.32,2018,R,101,"Independent Movies, International Movies, Thrillers"
s145,Once Again,5.87,2018,PG,101,"Dramas, Independent Movies, International Movies"
s146,The Laws of Thermodynamics,6.69,2018,R,101,"Comedies, International Movies, Romantic Movies"
s147,Kisaan,5.09,2009,PG-13,101,"Action & Adventure, Dramas, International Movies"
s148,Calibre,7,2018,R,101,"Dramas, International Movies, Thrillers"
s149,How I Became a Superhero,7.75,2021,R,101,"Action & Adventure, Dramas, International Movies"
s150,The Girl from the Song,8.1,2016,R,101,"Dramas, Independent Movies, International Movies"
s151,Gaga: Five Foot Two,3.43,2017,R,101,"Documentaries, Music & Musicals"
s152,It's Fine,9.18,2012,PG-13,101,"Comedies, International Movies, Music & Musicals"
s153,Rise: Ini Kalilah,6.08,2018,PG,101,"Dramas, International Movies"
s154,Laerte-se,5.6,2017,R,101,"Documentaries, International Movies, LGBTQ Movies"
s155,Hükümet Kadin 2,2.13,2013,PG-13,101,"Comedies, International Movies"
s156,Get Me Roger Stone,5.78,2017,R,101,Documentaries
s157,Macho,9.87,2016,R,101,"Comedies, International Movies, LGBTQ Movies"
s158,Mortal Kombat,9.21,1995,PG-13,101,"Action & Adventure, Sci-Fi & Fantasy"
s159,13TH,7.5,2016,R,101,Documentaries
s160,Rebirth,9.91,2016,R,101,"Dramas, Thrillers"
s161,Pet Sematary 2,5.49,1992,R,101,Horror Movies
s162,Special Correspondents,6.52,2016,R,101,Comedies
s163,Red Joan,8.19,2019,R,101,"Dramas, International Movies"
s164,"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.75,2016,PG-13,101,"Action & Adventure, Romantic Movies"
s165,2307: Winter's Dream,9.64,2016,R,101,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy"
s166,Good and Prosperous,4.6,2017,PG-13,101,"Comedies, International Movies"
s167,A Dangerous Woman,7.75,1993,R,101,"Dramas, Romantic Movies"
s168,GODZILLA City on the Edge of Battle,7.95,2018,PG-13,101,"Action & Adventure, Anime Features, International Movies"
s169,About a Boy,8.26,2002,PG-13,101,"Comedies, Dramas, International Movies"
s170,All About Nina,6.28,2018,R,101,"Comedies, Dramas, Independent Movies"
s171,Barbecue,6.82,2017,R,101,"Documentaries, International Movies"
s172,Here Comes the Rain,9.22,2010,R,101,"Dramas, International Movies"
s173,Can't Hardly Wait,5.97,1998,PG-13,101,"Comedies, Romantic Movies"
s174,Coraline,9.13,2009,PG,101,Children & Family Movies
s175,Fan Girl,7.81,2020,R,101,"Dramas, Independent Movies, International Movies"
s176,Exit Wounds,8.81,2001,R,101,Action & Adventure
s177,Fifty,8.57,2015,NR,101,"Dramas, International Movies"
s178,Life of Crime,6.04,2013,R,101,"Comedies, Independent Movies"
s179,Dede  Fisi,3.65,2016,PG-13,101,"Comedies, International Movies"
s180,Harold & Kumar Escape from Guantanamo Bay,9.34,2008,R,101,"Comedies, Cult Movies"
s181,House at the End of the Street,7.16,2012,PG-13,101,"Horror Movies, Thrillers"
s182,It Takes Two,9.83,1995,PG,101,"Children & Family Movies, Comedies"
s183,Jonathan,3.4,2018,R,101,"Dramas, Independent Movies, Sci-Fi & Fantasy"
s184,2 Hearts,1.63,2020,PG-13,101,"Dramas, Faith & Spirituality, Romantic Movies"
s185,Lady Bloodfight,6.95,2016,R,101,Action & Adventure
s186,Brother Jekwu,9.76,2016,PG-13,101,"Comedies, International Movies"
s187,Company of Heroes,3.97,2013,R,101,"Action & Adventure, Dramas"
s188,Cradle 2 the Grave,9.34,2003,R,101,Action & Adventure
s189,Monster-in-Law,9.41,2005,PG-13,101,"Comedies, Romantic Movies"
s190,Natural Selection,6.75,2015,R,101,"Dramas, Independent Movies"
s191,Starsky & Hutch,5.42,2004,PG-13,101,"Action & Adventure, Comedies"
s192,Righteous Kill,1.29,2008,R,101,"Dramas, Thrillers"
s193,Audrey,1.17,2020,PG-13,101,Documentaries
s194,Asphalt Burning,8.91,2020,PG-13,101,"Action & Adventure, Comedies, International Movies"
s195,Secret,7.21,2007,PG,101,"Dramas, International Movies, Music & Musicals"
s196,Sleeping with Other People,7.43,2015,R,101,"Comedies, Dramas, Independent Movies"
s197,Sword Masters: Two Champions of Shaolin,8.89,1980,R,101,"Action & Adventure, International Movies"
s198,The Bad Kids,4.52,2016,R,101,Documentaries
s199,Amy Tan: Unintended Memoir,1.86,2021,PG-13,101,Documentaries
s200,The Chord,6.88,2010,R,101,"Dramas, International Movies, Music & Musicals"
s201,The Confirmation,6.84,2016,PG-13,101,"Comedies, Dramas, Independent Movies"
s202,American Circumcision,7.63,2017,PG-13,101,Documentaries
s203,The Craft,9.04,1996,R,101,"Horror Movies, Thrillers"
s204,The D Train,3.29,2015,R,101,Comedies
s205,The Flying Guillotine,7.62,1975,R,101,"Action & Adventure, Dramas, International Movies"
s206,Ali & Ratu Ratu Queens,8.35,2021,PG-13,101,"Comedies, Dramas, International Movies"
s207,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,6.35,2016,R,101,"Documentaries, International Movies, Music & Musicals"
s208,The Wedding Curse,6.39,2006,PG,101,"Horror Movies, International Movies"
s209,Tremors 4: The Legend Begins,9.67,2004,PG-13,101,"Comedies, Horror Movies, Sci-Fi & Fantasy"
s210,A Choo,8.62,2020,PG-13,101,"Action & Adventure, International Movies, Romantic Movies"
s211,Vincent N Roxxy,7.89,2016,R,101,"Dramas, Thrillers"
s212,100% Halal,8.24,2020,PG-13,101,"Dramas, International Movies"
s213,XXX: State of the Union,5.15,2005,PG-13,101,Action & Adventure
s214,Zack and Miri Make a Porno,8.09,2008,R,101,"Comedies, Independent Movies, Romantic Movies"
s215,Kara Bela,7.55,2015,R,101,"Comedies, International Movies"
s216,Delhi Belly,7.73,2011,R,101,"Action & Adventure, Comedies, International Movies"
s217,Maximum Risk,6.8,1996,R,101,Action & Adventure
s218,The Wedding Party,5.41,2016,PG-13,101,"Comedies, Dramas, International Movies"
s219,The Fluffy Movie,5.97,2014,PG-13,101,Stand-Up Comedy
s220,Zathura,3.25,2005,PG,101,"Children & Family Movies, Sci-Fi & Fantasy"
s221,The Shadow of Violence,7.04,2020,R,101,Dramas
s222,Labyrinth,7.33,1986,PG,101,"Action & Adventure, Children & Family Movies, Cult Movies"
s223,Gimme Shelter,5.26,2013,PG-13,101,"Dramas, Independent Movies"
s224,Love Don't Cost a Thing,5.19,2003,PG-13,101,"Comedies, Romantic Movies"
s225,We Can Be Heroes,8.59,2020,PG,101,"Children & Family Movies, Comedies"
s226,Pepper t,7.69,2018,R,102,Action & Adventure
s227,Whose Streets?,4.33,2017,R,102,Documentaries
s228,Little Monsters,6.22,1989,PG,102,"Children & Family Movies, Comedies"
s229,Bending the Arc,4.65,2017,R,102,Documentaries
s230,Tremors: Shrieker Island,5.84,2020,PG-13,102,"Action & Adventure, Horror Movies"
s231,The Bros,5.95,2017,PG-13,102,"Comedies, Dramas, International Movies"
s232,All Because of You,7.3,2020,PG,102,"Action & Adventure, Comedies, International Movies"
s233,DTC Yukemuri Junjo Hen From High & Low,6.43,2018,PG,102,"Dramas, International Movies"
s234,How to Train Your Dragon 2,6.24,2014,PG,102,Children & Family Movies
s235,The Babysitter: Killer Queen,8.23,2020,R,102,"Comedies, Horror Movies"
s236,Crazy Awesome Teachers,8.25,2020,PG,102,"Comedies, Dramas, International Movies"
s237,Seventh Son,9.12,2014,PG-13,102,"Action & Adventure, Sci-Fi & Fantasy"
s238,Retablo,7.09,2017,R,102,"Dramas, International Movies"
s239,Redemption,5.37,2019,R,102,"Dramas, International Movies, Thrillers"
s240,MILF,6.37,2018,R,102,"Comedies, International Movies, Romantic Movies"
s241,Squared Love,2.2,2021,PG-13,102,"Comedies, International Movies, Romantic Movies"
s242,Under the Riccione Sun,1.6,2020,R,102,"Comedies, International Movies, Romantic Movies"
s243,What a Wonderful Family!,1.91,2017,PG-13,102,"Comedies, Dramas, International Movies"
s244,A Faraway Land,5.04,2020,PG,102,"Dramas, International Movies, Romantic Movies"
s245,#FriendButMarried,7.59,2018,G,102,"Dramas, International Movies, Romantic Movies"
s246,Sen Kimsin?,2.16,2012,PG-13,102,"Comedies, International Movies"
s247,Beynelmilel,7.85,2006,R,102,"Comedies, Dramas, International Movies"
s248,Resort to Love,4.05,2021,PG-13,102,"Comedies, Romantic Movies"
s249,Miss Virginia,4.96,2019,R,102,"Dramas, Independent Movies"
s250,"Live Twice, Love Once",4.11,2020,R,102,"Comedies, Dramas, International Movies"
s251,Posesif,7.29,2017,R,102,"Dramas, International Movies, Romantic Movies"
s252,Pray Away,9.73,2021,PG-13,102,"Documentaries, LGBTQ Movies"
s253,Blitz Patrollie,1.87,2013,R,102,"Action & Adventure, Comedies, International Movies"
s254,Pizza,5.32,2014,PG-13,102,"Horror Movies, International Movies, Thrillers"
s255,My Girl,7.33,1991,PG-13,102,Dramas
s256,Oxygen,6.2,2021,PG-13,102,"Dramas, International Movies, Thrillers"
s257,The Influence,3.82,2019,R,102,"Horror Movies, International Movies"
s258,One More Try,7.28,2012,PG-13,102,"Dramas, International Movies, Romantic Movies"
s259,In the Tall Grass,7.91,2019,R,102,"Horror Movies, Thrillers"
s260,Kids on the Block,6.78,2019,PG,102,"Children & Family Movies, Comedies"
s261,Deliha 2,5.82,2018,PG,102,"Comedies, International Movies"
s262,Oklahoma City,2.4,2017,PG-13,102,Documentaries
s263,Mi amigo Alexis,9.15,2019,PG,102,"Children & Family Movies, Comedies, Dramas"
s264,The Machinist,8.32,2004,R,102,"Dramas, Independent Movies, Thrillers"
s265,No One Will Ever Know,2.09,2017,R,102,"Dramas, International Movies"
s266,Twins Mission,9.68,2007,R,102,"Action & Adventure, International Movies"
s267,Naruto Shippuden the Movie: Blood Prison,9.56,2011,PG-13,102,"Action & Adventure, Anime Features, International Movies"
s268,Naruto Shippuden : Blood Prison,6.05,2011,PG-13,102,"Action & Adventure, Anime Features, International Movies"
s269,Backdraft 2,5.2,2019,R,102,"Action & Adventure, Dramas"
s270,Bollywood Calling,8.71,2001,R,102,"Comedies, Dramas, International Movies"
s271,Music Teacher,3.96,2019,PG-13,102,"Dramas, Independent Movies, International Movies"
s272,Bayonet,1.85,2019,R,102,"Dramas, International Movies, Sports Movies"
s273,Mr. Gaga: A True Story of Love and Dance,2.57,2015,PG-13,102,"Documentaries, International Movies"
s274,Evening Shadows,1.26,2018,PG,102,"Dramas, Independent Movies, International Movies"
s275,Revenger,7.65,2018,R,102,"Action & Adventure, International Movies"
s276,The Princess Switch,8.14,2018,G,102,"Children & Family Movies, Dramas, Romantic Movies"
s277,Milkwater,6.23,2020,R,102,"Comedies, Dramas, Independent Movies"
s278,Scorpion King 5: Book of Souls,7.3,2018,PG-13,102,"Action & Adventure, Sci-Fi & Fantasy"
s279,Level 16,8.14,2018,PG-13,102,"Sci-Fi & Fantasy, Thrillers"
s280,The Most Assassinated Woman in the World,7.79,2018,R,102,"Dramas, International Movies, Thrillers"
s281,The Guide to the Perfect Family,1.3,2021,R,102,"Comedies, Dramas, International Movies"
s282,Psychokinesis,6.4,2018,R,102,"Action & Adventure, Comedies, International Movies"
s283,Trailer Park Boys: Countdown to Liquor Day,7.82,2009,R,102,"Comedies, Cult Movies"
s284,Last Summer,5.44,2021,R,102,"Dramas, International Movies, Romantic Movies"
s285,"Game Over, Man!",7.07,2018,R,102,"Action & Adventure, Comedies"
s286,The Cloverfield Paradox,8.75,2018,PG-13,102,"Action & Adventure, Sci-Fi & Fantasy"
s287,A Futile and Stupid Gesture,8.47,2018,R,102,Comedies
s288,Goon: Last of the Enforcers,9.95,2016,R,102,"Comedies, International Movies, Sports Movies"
s289,Clair Obscur,6.39,2016,R,102,"Dramas, International Movies"
s290,The Bar,7.49,2017,R,102,"Comedies, Horror Movies, International Movies"
s291,Into the Beat,6.65,2020,PG-13,102,"Dramas, International Movies, Romantic Movies"
s292,I Am Michael,7.2,2015,R,102,"Dramas, LGBTQ Movies"
s293,"Oh, Hello On Broadway",3.66,2017,R,102,Stand-Up Comedy
s294,Lucid Dream,8.42,2017,R,102,"International Movies, Sci-Fi & Fantasy, Thrillers"
s295,Hot Sweet Sour,9.41,2017,PG-13,102,"Dramas, International Movies, Romantic Movies"
s296,The Discovery,6.02,2017,R,102,"Dramas, Independent Movies, Romantic Movies"
s297,Burning Sands,9.37,2017,R,102,"Dramas, Independent Movies"
s298,O Silêncio do Céu,5.3,2016,R,102,"Dramas, International Movies"
s299,16 Blocks,9.44,2006,PG-13,102,Action & Adventure
s300,17 Again,9.65,2009,PG-13,102,Comedies
s301,A Walk to Remember,6.57,2002,PG,102,"Dramas, Romantic Movies"
s302,Alejandro Sanz: What I Was Is What I Am,7.56,2018,R,102,"Documentaries, International Movies, Music & Musicals"
s303,American Psycho,9.7,2000,R,102,"Comedies, Cult Movies, Dramas"
s304,Flimflam,5.24,2016,PG-13,102,"Comedies, International Movies"
s305,Bratz: The Movie,6.76,2007,PG,102,"Children & Family Movies, Comedies"
s306,Eggnoid: Love & Time Portal,3.42,2019,PG-13,102,"Dramas, International Movies, Romantic Movies"
s307,Elstree 1976,6.98,2015,PG,102,Documentaries
s308,Equals,6,2015,PG-13,102,"Dramas, Romantic Movies, Sci-Fi & Fantasy"
s309,Evolution,7.12,2001,PG-13,102,"Comedies, Sci-Fi & Fantasy"
s310,Fandry,6.93,2014,NR,102,"Dramas, Independent Movies, International Movies"
s311,First Kill,9.58,2017,R,102,Action & Adventure
s312,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),8.81,2016,R,102,"Comedies, Independent Movies, International Movies"
s313,Wish Dragon,7.53,2021,PG,102,"Children & Family Movies, Comedies"
s314,Hell or High Water,1,2016,R,102,"Dramas, Independent Movies"
s315,Holy Man 3,3.46,2010,R,102,"Comedies, Faith & Spirituality, International Movies"
s316,Into the Forest,5.29,2015,R,102,"Dramas, International Movies, Sci-Fi & Fantasy"
s317,Jimi Hendrix,6.31,1973,R,102,"Documentaries, Music & Musicals"
s318,Chameli,7.18,2004,PG-13,102,"Dramas, International Movies"
s319,Mad World,5.78,2016,R,102,"Dramas, International Movies"
s320,Now and Then,9.74,1995,PG-13,102,Dramas
s321,Outlawed,8.83,2018,R,102,Action & Adventure
s322,Attacking the Devil: Harold Evans and the Last Nazi War Crime,6.34,2014,PG-13,102,"Documentaries, International Movies"
s323,Sarah's Key,7.95,2010,PG-13,102,"Dramas, International Movies"
s324,Ten Years,8.61,2015,R,102,"Dramas, Independent Movies, International Movies"
s325,And Breathe Normally,2.02,2018,PG-13,102,"Dramas, Independent Movies, International Movies"
s326,The Crow,9.41,1994,R,102,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy"
s327,The Woman in the Window,7.58,2021,R,102,"Dramas, Thrillers"
s328,To All the Boys: P.S. I Still Love You,8.87,2020,PG-13,102,"Comedies, Romantic Movies"
s329,The Rehearsal,7.81,2016,R,102,"Dramas, Independent Movies, International Movies"
s330,Tusk,7.76,2014,R,102,Horror Movies
s331,Under Siege,5.57,1992,R,102,Action & Adventure
s332,Deliha,5.63,2014,R,102,"Comedies, International Movies, Romantic Movies"
s333,Düğün Dernek,7.65,2013,R,102,"Comedies, International Movies"
s334,Niyazi Gül Dörtnala,6.34,2015,R,102,"Comedies, International Movies"
s335,Dhobi Ghat (Mumbai Diaries),5.11,2010,R,102,"Dramas, International Movies"
s336,Synchronic,8.61,2020,R,102,Thrillers
s337,The Stand-In,2.95,2020,R,102,Comedies
s338,The Stepfather,7.98,2009,PG-13,102,"Horror Movies, Thrillers"
s339,Jiu Jitsu,7.7,2020,R,102,Action & Adventure
s340,The Swarm,9.84,2021,PG-13,102,"Horror Movies, Independent Movies, International Movies"
s341,Who Am I,7.42,2014,R,102,"International Movies, Thrillers"
s342,Middle of Nowhere,5.32,2012,R,102,"Dramas, Independent Movies, Romantic Movies"
s343,She Is,7.76,2019,PG,102,"Dramas, International Movies, Romantic Movies"
s344,Wish You,9.21,2021,PG,102,"Dramas, International Movies, LGBTQ Movies"
s345,Tanda Tanya,9.98,2011,R,102,"Dramas, International Movies"
s346,What Happened to Mr. Cha?,7.15,2021,R,102,"Comedies, International Movies"
s347,Isa Pa with Feelings,6.6,2019,G,102,"International Movies, Romantic Movies"
s348,Mosul,9.53,2020,R,103,"Action & Adventure, Dramas, International Movies"
